Prob Thresh,Max Pos,Stop Loss,Hold Days,Target/Trail,CAGR,Sharpe,Max DD
0.80,4,-12%,20,20%,5.92%,-0.00,-8.29%
0.80,10,-8%,50,20%,5.92%,-0.03,-5.77%
0.80,10,-10%,15,35%,5.92%,-0.04,-5.05%
0.80,10,-6%,45,30%,5.92%,-0.04,-6.56%
0.75,10,-6%,20,12%,5.92%,-0.01,-6.20%
0.75,6,-5%,45,12%,5.92%,0.01,-11.76%
0.75,6,-6%,45,15%,5.92%,0.01,-13.41%
0.65,6,-8%,40,20%,5.92%,0.11,-35.77%
0.80,2,-12%,15,25%,5.92%,0.02,-14.29%
0.80,2,-12%,15,30%,5.92%,0.02,-14.29%
0.80,2,-12%,15,20%,5.92%,0.02,-14.29%
0.80,4,-12%,40,12%,5.91%,0.00,-9.89%
0.65,4,-12%,30,20%,5.91%,0.12,-44.89%
0.80,5,-15%,15,20%,5.91%,-0.02,-5.16%
0.85,3,-10%,30,25%,5.91%,-0.03,-8.61%
0.85,3,-10%,30,15%,5.91%,-0.03,-8.61%
0.85,3,-10%,30,12%,5.91%,-0.03,-8.61%
0.85,3,-10%,30,20%,5.91%,-0.03,-8.61%
0.75,10,-5%,60,25%,5.91%,0.00,-12.74%
0.75,5,-6%,45,12%,5.91%,0.02,-11.30%
0.70,3,-8%,40,20%,5.91%,0.09,-29.61%
0.70,4,-6%,60,20%,5.91%,0.08,-32.95%
0.70,5,-10%,15,25%,5.91%,0.07,-18.95%
0.70,8,-10%,15,20%,5.91%,0.04,-16.49%
0.80,3,-8%,15,20%,5.90%,-0.00,-8.63%
0.80,3,-8%,15,25%,5.90%,-0.00,-8.63%
0.80,3,-8%,15,30%,5.90%,-0.00,-8.63%
0.60,4,-6%,40,30%,5.90%,0.13,-40.29%
0.65,10,-5%,15,25%,5.90%,0.07,-29.75%
0.80,5,-15%,15,12%,5.90%,-0.02,-4.71%
0.75,10,-5%,50,12%,5.90%,-0.01,-7.12%
0.65,10,-15%,20,15%,5.90%,0.08,-31.93%
0.65,4,-8%,50,20%,5.90%,0.12,-39.03%
0.60,6,-8%,30,25%,5.90%,0.13,-41.05%
0.65,6,-5%,60,30%,5.89%,0.11,-40.19%
0.80,4,-12%,60,20%,5.89%,0.01,-16.95%
0.75,6,-10%,15,12%,5.89%,0.01,-9.55%
0.60,6,-8%,60,30%,5.89%,0.13,-38.80%
0.70,6,-6%,15,15%,5.89%,0.05,-15.87%
0.80,4,-12%,20,15%,5.89%,-0.01,-6.94%
0.75,8,-6%,45,12%,5.89%,-0.00,-9.20%
0.85,2,-15%,45,25%,5.89%,-0.01,-8.73%
0.85,2,-15%,45,30%,5.89%,-0.01,-8.73%
0.85,2,-15%,45,35%,5.89%,-0.01,-8.73%
0.85,2,-15%,45,20%,5.89%,-0.01,-8.73%
0.80,8,-8%,40,15%,5.89%,-0.04,-6.39%
0.80,3,-8%,15,12%,5.88%,-0.01,-9.37%
0.75,10,-15%,15,12%,5.88%,-0.01,-6.54%
0.80,10,-8%,40,15%,5.88%,-0.05,-5.14%
0.80,6,-8%,40,15%,5.88%,-0.02,-8.42%
0.75,5,-15%,15,12%,5.88%,0.02,-12.08%
0.75,10,-5%,20,20%,5.88%,-0.02,-7.46%
0.75,6,-5%,40,15%,5.88%,0.01,-12.74%
0.80,4,-8%,50,20%,5.88%,-0.00,-15.46%
0.70,10,-10%,20,15%,5.88%,0.03,-12.82%
0.70,6,-6%,60,15%,5.88%,0.06,-20.29%
0.80,3,-12%,30,12%,5.88%,0.01,-10.56%
0.75,8,-5%,20,20%,5.88%,-0.01,-8.49%
0.60,6,-12%,40,25%,5.87%,0.13,-57.49%
0.75,8,-5%,60,12%,5.87%,-0.01,-9.34%
0.75,10,-6%,30,20%,5.87%,-0.02,-6.95%
0.80,10,-6%,50,30%,5.87%,-0.06,-6.56%
0.85,6,-15%,50,35%,5.87%,-0.03,-6.68%
0.85,8,-15%,50,35%,5.87%,-0.05,-4.98%
0.85,10,-15%,50,35%,5.87%,-0.07,-3.95%
0.85,5,-15%,50,35%,5.87%,-0.02,-8.03%
0.80,8,-6%,50,30%,5.87%,-0.04,-8.14%
0.80,5,-15%,20,20%,5.86%,-0.02,-9.00%
0.75,5,-5%,60,12%,5.86%,0.01,-13.48%
0.85,2,-15%,30,15%,5.86%,-0.03,-8.73%
0.85,2,-15%,30,12%,5.86%,-0.03,-8.73%
0.80,10,-6%,30,30%,5.86%,-0.06,-6.56%
0.85,3,-8%,60,12%,5.86%,-0.05,-7.96%
0.85,3,-8%,50,20%,5.86%,-0.05,-7.96%
0.85,3,-8%,45,15%,5.86%,-0.05,-7.96%
0.85,3,-8%,50,15%,5.86%,-0.05,-7.96%
0.85,3,-8%,30,15%,5.86%,-0.05,-7.96%
0.85,3,-8%,45,20%,5.86%,-0.05,-7.96%
0.85,3,-8%,45,25%,5.86%,-0.05,-7.96%
0.85,3,-8%,40,25%,5.86%,-0.05,-7.96%
0.85,3,-8%,40,15%,5.86%,-0.05,-7.96%
0.85,3,-8%,40,12%,5.86%,-0.05,-7.96%
0.85,3,-8%,45,12%,5.86%,-0.05,-7.96%
0.85,3,-8%,40,20%,5.86%,-0.05,-7.96%
0.85,3,-8%,30,12%,5.86%,-0.05,-7.96%
0.85,3,-8%,30,20%,5.86%,-0.05,-7.96%
0.85,3,-8%,60,20%,5.86%,-0.05,-7.96%
0.85,3,-8%,60,25%,5.86%,-0.05,-7.96%
0.85,3,-8%,60,15%,5.86%,-0.05,-7.96%
0.85,3,-8%,50,12%,5.86%,-0.05,-7.96%
0.85,3,-8%,50,25%,5.86%,-0.05,-7.96%
0.85,3,-8%,30,25%,5.86%,-0.05,-7.96%
0.80,3,-6%,45,30%,5.86%,-0.01,-13.92%
0.80,5,-6%,60,30%,5.86%,-0.02,-12.35%
0.65,10,-5%,45,20%,5.86%,0.08,-39.19%
0.85,4,-15%,50,35%,5.86%,-0.01,-10.04%
0.80,10,-12%,15,35%,5.86%,-0.07,-4.89%
0.80,8,-6%,30,30%,5.86%,-0.05,-8.14%
0.75,8,-6%,50,12%,5.86%,-0.01,-9.57%
0.80,4,-15%,45,12%,5.86%,-0.00,-10.30%
0.80,8,-12%,15,35%,5.86%,-0.05,-6.09%
0.80,6,-6%,50,30%,5.86%,-0.02,-11.09%
0.80,3,-8%,40,20%,5.85%,-0.00,-11.34%
0.80,6,-6%,30,30%,5.85%,-0.03,-10.71%
0.70,10,-6%,40,12%,5.85%,0.02,-13.73%
0.80,5,-6%,45,25%,5.85%,-0.02,-12.48%
0.65,6,-5%,30,25%,5.85%,0.10,-38.38%
0.80,10,-6%,40,30%,5.85%,-0.06,-6.56%
0.85,3,-10%,40,30%,5.85%,-0.04,-8.61%
0.70,8,-10%,20,15%,5.85%,0.04,-13.69%
0.80,3,-12%,40,20%,5.85%,0.01,-17.47%
0.80,4,-12%,20,12%,5.85%,-0.02,-6.94%
0.80,2,-6%,60,35%,5.84%,0.01,-18.16%
0.80,10,-8%,15,30%,5.84%,-0.09,-4.86%
0.80,10,-8%,15,25%,5.84%,-0.09,-4.86%
0.80,8,-6%,40,30%,5.84%,-0.05,-8.14%
0.80,6,-12%,15,35%,5.84%,-0.03,-8.03%
0.65,8,-10%,15,20%,5.84%,0.09,-31.79%
0.85,10,-8%,30,30%,5.84%,-0.19,-3.15%
0.85,10,-8%,30,35%,5.84%,-0.19,-3.15%
0.70,6,-6%,50,15%,5.84%,0.05,-20.58%
0.80,5,-15%,20,15%,5.84%,-0.03,-7.79%
0.85,10,-8%,40,35%,5.84%,-0.18,-3.15%
0.70,5,-5%,60,15%,5.84%,0.06,-26.73%
0.85,8,-8%,30,35%,5.84%,-0.15,-3.98%
0.85,8,-8%,30,30%,5.84%,-0.15,-3.98%
0.80,8,-8%,15,30%,5.84%,-0.07,-6.04%
0.80,8,-8%,15,25%,5.84%,-0.07,-6.04%
0.80,3,-12%,60,30%,5.84%,0.02,-20.68%
0.85,8,-8%,40,35%,5.83%,-0.14,-3.98%
0.60,2,-8%,30,15%,5.83%,0.14,-53.86%
0.80,4,-12%,45,15%,5.83%,-0.00,-14.58%
0.65,4,-10%,20,20%,5.83%,0.12,-34.60%
0.85,3,-12%,30,12%,5.83%,-0.06,-9.25%
0.85,3,-12%,30,20%,5.83%,-0.06,-9.25%
0.85,3,-12%,30,25%,5.83%,-0.06,-9.25%
0.85,3,-12%,30,15%,5.83%,-0.06,-9.25%
0.75,3,-5%,15,12%,5.83%,0.02,-18.11%
0.85,10,-10%,30,30%,5.83%,-0.19,-3.55%
0.85,10,-10%,30,35%,5.83%,-0.19,-3.55%
0.60,5,-15%,15,25%,5.83%,0.14,-55.84%
0.85,6,-8%,30,35%,5.83%,-0.12,-5.36%
0.85,6,-8%,30,30%,5.83%,-0.12,-5.36%
0.80,6,-6%,40,30%,5.83%,-0.03,-11.09%
0.80,10,-8%,60,15%,5.83%,-0.07,-5.14%
0.80,10,-8%,50,15%,5.83%,-0.07,-5.14%
0.80,10,-8%,45,15%,5.83%,-0.07,-5.14%
0.80,2,-8%,20,35%,5.83%,0.01,-17.02%
0.75,4,-6%,20,12%,5.83%,0.01,-13.28%
0.80,10,-8%,60,20%,5.83%,-0.07,-5.77%
0.65,2,-10%,60,15%,5.83%,0.13,-53.57%
0.70,10,-5%,30,12%,5.83%,0.02,-11.08%
0.75,10,-5%,40,12%,5.82%,-0.03,-7.13%
0.85,6,-8%,40,35%,5.82%,-0.11,-5.36%
0.75,4,-12%,15,12%,5.82%,0.02,-16.28%
0.75,5,-5%,60,30%,5.82%,0.02,-16.50%
0.85,8,-10%,30,35%,5.82%,-0.16,-4.48%
0.85,8,-10%,30,30%,5.82%,-0.16,-4.48%
0.85,5,-8%,30,35%,5.82%,-0.10,-6.45%
0.85,5,-8%,30,30%,5.82%,-0.10,-6.45%
0.75,10,-6%,45,12%,5.82%,-0.03,-7.87%
0.80,6,-8%,15,30%,5.82%,-0.05,-7.97%
0.80,6,-8%,15,25%,5.82%,-0.05,-7.97%
0.80,10,-15%,15,15%,5.82%,-0.10,-3.58%
0.85,5,-8%,40,35%,5.82%,-0.09,-6.45%
0.70,6,-12%,15,20%,5.81%,0.05,-16.68%
0.75,10,-6%,30,12%,5.81%,-0.04,-6.96%
0.80,8,-8%,60,15%,5.81%,-0.06,-6.39%
0.80,8,-8%,50,15%,5.81%,-0.06,-6.39%
0.80,8,-8%,45,15%,5.81%,-0.06,-6.39%
0.75,4,-5%,50,20%,5.81%,0.02,-14.54%
0.80,8,-8%,60,20%,5.81%,-0.05,-7.16%
0.85,4,-8%,30,35%,5.81%,-0.08,-8.07%
0.85,4,-8%,30,30%,5.81%,-0.08,-8.07%
0.75,4,-8%,15,12%,5.81%,0.02,-14.56%
0.85,6,-10%,30,35%,5.81%,-0.12,-6.02%
0.85,6,-10%,30,30%,5.81%,-0.12,-6.02%
0.80,10,-15%,15,20%,5.81%,-0.10,-3.81%
0.80,3,-15%,60,30%,5.81%,0.01,-23.16%
0.80,8,-15%,15,15%,5.81%,-0.08,-4.46%
0.85,4,-8%,40,35%,5.81%,-0.07,-8.07%
0.80,10,-15%,15,12%,5.80%,-0.11,-3.58%
0.75,6,-5%,20,20%,5.80%,-0.01,-11.45%
0.80,2,-12%,60,30%,5.80%,0.03,-22.06%
0.80,10,-6%,60,30%,5.80%,-0.08,-6.56%
0.80,10,-10%,15,15%,5.80%,-0.11,-3.74%
0.85,10,-15%,60,30%,5.80%,-0.11,-3.95%
0.85,5,-10%,30,30%,5.80%,-0.10,-7.24%
0.85,5,-10%,30,35%,5.80%,-0.10,-7.24%
0.80,4,-8%,40,15%,5.80%,-0.02,-9.41%
0.70,5,-8%,40,15%,5.80%,0.06,-22.52%
0.75,10,-6%,60,20%,5.79%,-0.02,-11.51%
0.60,3,-5%,50,35%,5.79%,0.12,-44.97%
0.80,8,-15%,15,20%,5.79%,-0.08,-4.74%
0.80,10,-6%,45,25%,5.79%,-0.09,-6.56%
0.65,3,-12%,30,25%,5.79%,0.13,-47.44%
0.85,10,-10%,40,35%,5.79%,-0.21,-3.55%
0.80,10,-15%,60,15%,5.79%,-0.08,-5.94%
0.80,10,-15%,50,15%,5.79%,-0.08,-5.94%
0.75,5,-5%,60,25%,5.79%,0.01,-15.87%
0.80,10,-10%,15,20%,5.79%,-0.11,-3.97%
0.85,3,-10%,40,20%,5.79%,-0.07,-8.61%
0.85,3,-10%,40,12%,5.79%,-0.07,-8.61%
0.85,3,-10%,40,15%,5.79%,-0.07,-8.61%
0.85,3,-10%,40,25%,5.79%,-0.07,-8.61%
0.60,4,-12%,60,20%,5.79%,0.13,-40.86%
0.85,10,-8%,20,12%,5.79%,-0.25,-3.15%
0.85,10,-8%,20,35%,5.79%,-0.25,-3.15%
0.85,10,-8%,20,30%,5.79%,-0.25,-3.15%
0.85,10,-8%,20,25%,5.79%,-0.25,-3.15%
0.85,10,-8%,20,20%,5.79%,-0.25,-3.15%
0.85,10,-8%,20,15%,5.79%,-0.25,-3.15%
0.80,8,-15%,15,12%,5.79%,-0.09,-4.46%
0.75,10,-5%,45,12%,5.79%,-0.04,-7.12%
0.80,6,-8%,50,15%,5.79%,-0.04,-8.42%
0.80,6,-8%,60,15%,5.79%,-0.04,-8.42%
0.80,6,-8%,45,15%,5.79%,-0.04,-8.42%
0.80,3,-8%,60,25%,5.79%,-0.01,-12.73%
0.80,10,-10%,15,12%,5.79%,-0.12,-3.74%
0.60,3,-6%,40,30%,5.79%,0.13,-31.76%
0.85,8,-15%,60,30%,5.78%,-0.09,-4.98%
0.85,3,-8%,45,35%,5.78%,-0.06,-7.96%
0.80,2,-15%,15,15%,5.78%,-0.00,-12.82%
0.80,2,-15%,15,12%,5.78%,-0.00,-12.82%
0.85,4,-10%,30,35%,5.78%,-0.08,-9.06%
0.85,4,-10%,30,30%,5.78%,-0.08,-9.06%
0.80,8,-10%,15,15%,5.78%,-0.09,-4.66%
0.80,6,-8%,60,20%,5.78%,-0.04,-9.53%
0.80,6,-15%,15,15%,5.78%,-0.06,-5.89%
0.80,8,-6%,60,30%,5.78%,-0.07,-8.14%
0.85,10,-12%,30,35%,5.78%,-0.23,-3.95%
0.85,10,-12%,30,30%,5.78%,-0.23,-3.95%
0.80,5,-12%,15,15%,5.78%,-0.05,-5.49%
0.75,2,-5%,20,25%,5.78%,0.04,-19.47%
0.85,10,-8%,50,30%,5.78%,-0.25,-3.15%
0.85,10,-8%,45,30%,5.78%,-0.25,-3.15%
0.85,10,-8%,40,30%,5.78%,-0.25,-3.15%
0.85,10,-8%,60,30%,5.78%,-0.25,-3.15%
0.65,2,-10%,15,30%,5.77%,0.15,-43.74%
0.85,8,-10%,40,35%,5.77%,-0.18,-4.48%
0.85,10,-10%,20,25%,5.77%,-0.26,-3.55%
0.85,10,-10%,20,30%,5.77%,-0.26,-3.55%
0.85,10,-10%,20,35%,5.77%,-0.26,-3.55%
0.85,10,-10%,20,20%,5.77%,-0.26,-3.55%
0.85,10,-10%,20,12%,5.77%,-0.26,-3.55%
0.85,10,-10%,20,15%,5.77%,-0.26,-3.55%
0.80,8,-6%,45,25%,5.77%,-0.07,-8.14%
0.85,8,-8%,20,35%,5.77%,-0.22,-3.98%
0.85,8,-8%,20,30%,5.77%,-0.22,-3.98%
0.85,8,-8%,20,12%,5.77%,-0.22,-3.98%
0.85,8,-8%,20,25%,5.77%,-0.22,-3.98%
0.85,8,-8%,20,15%,5.77%,-0.22,-3.98%
0.85,8,-8%,20,20%,5.77%,-0.22,-3.98%
0.85,3,-12%,40,30%,5.77%,-0.07,-9.25%
0.80,8,-10%,15,20%,5.77%,-0.10,-4.95%
0.70,3,-10%,50,20%,5.77%,0.09,-42.06%
0.75,5,-5%,20,20%,5.77%,-0.00,-13.89%
0.70,3,-10%,30,30%,5.77%,0.09,-24.37%
0.80,8,-15%,60,15%,5.76%,-0.06,-7.46%
0.80,8,-15%,50,15%,5.76%,-0.06,-7.46%
0.80,8,-10%,15,12%,5.76%,-0.10,-4.66%
0.80,6,-15%,15,20%,5.76%,-0.07,-6.26%
0.80,5,-6%,30,25%,5.76%,-0.04,-10.91%
0.80,3,-10%,50,20%,5.76%,-0.00,-19.39%
0.85,8,-12%,30,35%,5.76%,-0.20,-4.98%
0.85,8,-12%,30,30%,5.76%,-0.20,-4.98%
0.80,5,-12%,15,20%,5.76%,-0.06,-5.61%
0.85,6,-15%,60,30%,5.76%,-0.07,-6.68%
0.75,8,-5%,50,12%,5.76%,-0.03,-9.34%
0.85,10,-8%,50,15%,5.76%,-0.28,-3.15%
0.85,10,-8%,30,12%,5.76%,-0.28,-3.15%
0.85,10,-8%,40,15%,5.76%,-0.28,-3.15%
0.85,10,-8%,45,20%,5.76%,-0.28,-3.15%
0.85,10,-8%,30,20%,5.76%,-0.28,-3.15%
0.85,10,-8%,50,20%,5.76%,-0.28,-3.15%
0.85,10,-8%,45,25%,5.76%,-0.28,-3.15%
0.85,10,-8%,45,15%,5.76%,-0.28,-3.15%
0.85,10,-8%,45,12%,5.76%,-0.28,-3.15%
0.85,10,-8%,40,25%,5.76%,-0.28,-3.15%
0.85,10,-8%,40,20%,5.76%,-0.28,-3.15%
0.85,10,-8%,60,20%,5.76%,-0.28,-3.15%
0.85,10,-8%,60,25%,5.76%,-0.28,-3.15%
0.85,10,-8%,60,15%,5.76%,-0.28,-3.15%
0.85,10,-8%,50,25%,5.76%,-0.28,-3.15%
0.85,10,-8%,60,12%,5.76%,-0.28,-3.15%
0.85,10,-8%,50,12%,5.76%,-0.28,-3.15%
0.85,10,-8%,30,15%,5.76%,-0.28,-3.15%
0.85,10,-8%,30,25%,5.76%,-0.28,-3.15%
0.85,10,-8%,40,12%,5.76%,-0.28,-3.15%
0.60,5,-5%,40,30%,5.76%,0.12,-48.47%
0.80,6,-15%,15,12%,5.76%,-0.07,-5.89%
0.85,8,-8%,50,30%,5.75%,-0.21,-3.98%
0.85,8,-8%,40,30%,5.75%,-0.21,-3.98%
0.85,8,-8%,60,30%,5.75%,-0.21,-3.98%
0.85,8,-8%,45,30%,5.75%,-0.21,-3.98%
0.80,3,-8%,30,15%,5.75%,-0.02,-9.37%
0.85,10,-15%,15,25%,5.75%,-0.33,-2.54%
0.85,10,-15%,15,20%,5.75%,-0.33,-2.54%
0.85,10,-15%,15,30%,5.75%,-0.33,-2.54%
0.85,10,-15%,15,15%,5.75%,-0.33,-2.54%
0.85,10,-15%,15,12%,5.75%,-0.33,-2.54%
0.85,10,-15%,15,35%,5.75%,-0.33,-2.54%
0.80,5,-6%,50,25%,5.75%,-0.04,-12.48%
0.80,3,-15%,60,25%,5.75%,0.00,-23.16%
0.80,4,-12%,45,12%,5.75%,-0.03,-10.23%
0.80,3,-10%,40,15%,5.75%,-0.01,-14.39%
0.85,8,-10%,20,25%,5.75%,-0.22,-4.48%
0.85,8,-10%,20,30%,5.75%,-0.22,-4.48%
0.85,8,-10%,20,15%,5.75%,-0.22,-4.48%
0.85,8,-10%,20,12%,5.75%,-0.22,-4.48%
0.85,8,-10%,20,20%,5.75%,-0.22,-4.48%
0.85,8,-10%,20,35%,5.75%,-0.22,-4.48%
0.80,6,-10%,15,15%,5.75%,-0.07,-6.16%
0.80,5,-12%,15,12%,5.75%,-0.06,-5.49%
0.80,5,-6%,20,35%,5.75%,-0.05,-10.35%
0.75,10,-6%,40,20%,5.75%,-0.04,-8.41%
0.85,6,-10%,40,35%,5.74%,-0.14,-6.02%
0.85,10,-10%,30,12%,5.74%,-0.28,-3.55%
0.85,10,-10%,30,20%,5.74%,-0.28,-3.55%
0.85,10,-10%,30,25%,5.74%,-0.28,-3.55%
0.85,10,-10%,30,15%,5.74%,-0.28,-3.55%
0.80,10,-12%,15,15%,5.74%,-0.14,-3.58%
0.80,10,-6%,50,25%,5.74%,-0.11,-6.56%
0.80,2,-10%,15,12%,5.74%,-0.01,-12.18%
0.80,2,-10%,15,15%,5.74%,-0.01,-12.18%
0.80,6,-6%,60,30%,5.74%,-0.05,-11.09%
0.85,10,-12%,40,35%,5.74%,-0.25,-3.95%
0.80,10,-6%,30,25%,5.74%,-0.11,-6.56%
0.85,6,-8%,20,25%,5.74%,-0.18,-5.36%
0.85,6,-8%,20,20%,5.74%,-0.18,-5.36%
0.85,6,-8%,20,15%,5.74%,-0.18,-5.36%
0.85,6,-8%,20,12%,5.74%,-0.18,-5.36%
0.85,6,-8%,20,35%,5.74%,-0.18,-5.36%
0.85,6,-8%,20,30%,5.74%,-0.18,-5.36%
0.85,5,-15%,60,30%,5.74%,-0.06,-8.03%
0.80,10,-6%,20,35%,5.73%,-0.12,-6.26%
0.80,10,-12%,15,20%,5.73%,-0.14,-3.81%
0.85,10,-8%,45,35%,5.73%,-0.27,-3.15%
0.70,6,-15%,45,12%,5.73%,0.06,-22.65%
0.80,6,-10%,15,20%,5.73%,-0.08,-6.54%
0.80,4,-15%,60,12%,5.73%,-0.03,-11.21%
0.80,4,-15%,50,12%,5.73%,-0.03,-11.21%
0.80,6,-6%,45,25%,5.73%,-0.06,-11.18%
0.85,8,-8%,50,12%,5.73%,-0.25,-3.98%
0.85,8,-8%,30,25%,5.73%,-0.25,-3.98%
0.85,8,-8%,40,12%,5.73%,-0.25,-3.98%
0.85,8,-8%,45,25%,5.73%,-0.25,-3.98%
0.85,8,-8%,45,12%,5.73%,-0.25,-3.98%
0.85,8,-8%,30,20%,5.73%,-0.25,-3.98%
0.85,8,-8%,40,20%,5.73%,-0.25,-3.98%
0.85,8,-8%,40,25%,5.73%,-0.25,-3.98%
0.85,8,-8%,30,15%,5.73%,-0.25,-3.98%
0.85,8,-8%,30,12%,5.73%,-0.25,-3.98%
0.85,8,-8%,50,20%,5.73%,-0.25,-3.98%
0.85,8,-8%,60,15%,5.73%,-0.25,-3.98%
0.85,8,-8%,50,25%,5.73%,-0.25,-3.98%
0.85,8,-8%,45,20%,5.73%,-0.25,-3.98%
0.85,8,-8%,40,15%,5.73%,-0.25,-3.98%
0.85,8,-8%,45,15%,5.73%,-0.25,-3.98%
0.85,8,-8%,60,20%,5.73%,-0.25,-3.98%
0.85,8,-8%,60,12%,5.73%,-0.25,-3.98%
0.85,8,-8%,50,15%,5.73%,-0.25,-3.98%
0.85,8,-8%,60,25%,5.73%,-0.25,-3.98%
0.80,10,-12%,15,12%,5.73%,-0.15,-3.58%
0.80,3,-10%,40,12%,5.73%,-0.02,-11.47%
0.85,3,-10%,60,30%,5.73%,-0.08,-8.61%
0.85,3,-10%,45,30%,5.73%,-0.08,-8.61%
0.85,3,-10%,50,30%,5.73%,-0.08,-8.61%
0.85,10,-10%,40,30%,5.73%,-0.28,-3.55%
0.85,6,-12%,30,35%,5.73%,-0.16,-6.68%
0.85,6,-12%,30,30%,5.73%,-0.16,-6.68%
0.85,8,-15%,15,12%,5.73%,-0.29,-3.21%
0.85,8,-15%,15,20%,5.73%,-0.29,-3.21%
0.85,8,-15%,15,25%,5.73%,-0.29,-3.21%
0.85,8,-15%,15,35%,5.73%,-0.29,-3.21%
0.85,8,-15%,15,30%,5.73%,-0.29,-3.21%
0.85,8,-15%,15,15%,5.73%,-0.29,-3.21%
0.80,10,-6%,40,25%,5.72%,-0.12,-6.56%
0.65,4,-8%,15,30%,5.72%,0.12,-38.67%
0.80,6,-10%,15,12%,5.72%,-0.08,-6.16%
0.65,2,-5%,40,15%,5.72%,0.12,-59.48%
0.85,10,-12%,20,30%,5.72%,-0.30,-3.95%
0.85,10,-12%,20,35%,5.72%,-0.30,-3.95%
0.85,10,-12%,20,12%,5.72%,-0.30,-3.95%
0.85,10,-12%,20,20%,5.72%,-0.30,-3.95%
0.85,10,-12%,20,15%,5.72%,-0.30,-3.95%
0.85,10,-12%,20,25%,5.72%,-0.30,-3.95%
0.85,5,-10%,40,35%,5.72%,-0.13,-7.24%
0.60,5,-10%,20,25%,5.72%,0.13,-43.54%
0.80,5,-6%,40,25%,5.72%,-0.05,-12.48%
0.65,3,-15%,40,15%,5.72%,0.13,-43.39%
0.80,4,-12%,50,12%,5.72%,-0.03,-10.45%
0.80,4,-12%,60,12%,5.72%,-0.03,-10.45%
0.85,6,-8%,40,30%,5.72%,-0.18,-5.36%
0.85,6,-8%,60,30%,5.72%,-0.18,-5.36%
0.85,6,-8%,50,30%,5.72%,-0.18,-5.36%
0.85,6,-8%,45,30%,5.72%,-0.18,-5.36%
0.70,2,-8%,40,15%,5.72%,0.10,-37.10%
0.85,8,-10%,30,15%,5.72%,-0.25,-4.48%
0.85,8,-10%,30,20%,5.72%,-0.25,-4.48%
0.85,8,-10%,30,12%,5.72%,-0.25,-4.48%
0.85,8,-10%,30,25%,5.72%,-0.25,-4.48%
0.85,5,-8%,20,30%,5.71%,-0.16,-6.45%
0.85,5,-8%,20,12%,5.71%,-0.16,-6.45%
0.85,5,-8%,20,35%,5.71%,-0.16,-6.45%
0.85,5,-8%,20,25%,5.71%,-0.16,-6.45%
0.85,5,-8%,20,20%,5.71%,-0.16,-6.45%
0.85,5,-8%,20,15%,5.71%,-0.16,-6.45%
0.85,6,-10%,20,35%,5.71%,-0.18,-6.02%
0.85,6,-10%,20,20%,5.71%,-0.18,-6.02%
0.85,6,-10%,20,25%,5.71%,-0.18,-6.02%
0.85,6,-10%,20,12%,5.71%,-0.18,-6.02%
0.85,6,-10%,20,30%,5.71%,-0.18,-6.02%
0.85,6,-10%,20,15%,5.71%,-0.18,-6.02%
0.80,6,-15%,60,15%,5.71%,-0.05,-10.38%
0.80,6,-15%,50,15%,5.71%,-0.05,-10.38%
0.85,8,-12%,40,35%,5.71%,-0.21,-4.98%
0.75,8,-5%,15,12%,5.71%,-0.05,-7.24%
0.80,8,-12%,15,15%,5.71%,-0.12,-4.46%
0.80,2,-8%,30,12%,5.71%,-0.01,-12.13%
0.80,8,-6%,50,25%,5.71%,-0.09,-8.14%
0.85,10,-10%,40,12%,5.71%,-0.31,-3.55%
0.85,10,-10%,40,25%,5.71%,-0.31,-3.55%
0.85,10,-10%,40,15%,5.71%,-0.31,-3.55%
0.85,10,-10%,40,20%,5.71%,-0.31,-3.55%
0.85,3,-12%,40,15%,5.71%,-0.09,-9.25%
0.85,3,-12%,40,20%,5.71%,-0.09,-9.25%
0.85,3,-12%,40,25%,5.71%,-0.09,-9.25%
0.85,3,-12%,40,12%,5.71%,-0.09,-9.25%
0.80,8,-6%,30,25%,5.71%,-0.10,-8.14%
0.60,6,-5%,60,30%,5.70%,0.12,-52.14%
0.80,2,-10%,60,20%,5.70%,0.01,-20.66%
0.75,6,-5%,15,12%,5.70%,-0.03,-7.95%
0.85,4,-15%,60,30%,5.70%,-0.04,-10.04%
0.75,8,-5%,40,12%,5.70%,-0.04,-9.06%
0.85,8,-8%,45,35%,5.70%,-0.24,-3.98%
0.80,8,-6%,20,35%,5.70%,-0.11,-7.78%
0.85,5,-12%,30,35%,5.70%,-0.15,-8.03%
0.85,5,-12%,30,30%,5.70%,-0.15,-8.03%
0.75,5,-5%,50,25%,5.70%,0.00,-16.01%
0.80,8,-12%,15,20%,5.70%,-0.12,-4.75%
0.65,8,-5%,60,25%,5.70%,0.09,-36.92%
0.85,10,-12%,30,25%,5.69%,-0.32,-3.95%
0.85,10,-12%,30,15%,5.69%,-0.32,-3.95%
0.85,10,-12%,30,12%,5.69%,-0.32,-3.95%
0.85,10,-12%,30,20%,5.69%,-0.32,-3.95%
0.80,3,-8%,45,20%,5.69%,-0.03,-12.73%
0.70,4,-12%,20,15%,5.69%,0.07,-20.79%
0.85,8,-10%,40,30%,5.69%,-0.24,-4.48%
0.70,5,-5%,15,15%,5.69%,0.04,-19.39%
0.80,3,-6%,50,30%,5.69%,-0.04,-13.92%
0.80,8,-12%,15,12%,5.69%,-0.13,-4.46%
